tempo,medidaSensor1,medidaFiltradaSensor1,medidaSensor2,medidaFiltradaSensor2
39090,920,930,932,931
39141,920,929,931,931
39192,921,930,931,931
39243,920,929,932,931
39294,921,930,931,931
39346,920,930,931,931
39397,920,930,931,931
39449,921,930,931,931
39500,920,930,931,931
39552,920,930,931,931
39603,920,930,930,931
39654,920,930,932,931
39705,920,930,931,931
39756,920,930,932,931
39808,921,930,931,931
39859,920,930,932,931
39910,921,930,932,930
39961,921,930,931,930
40012,920,930,931,930
40064,921,930,931,930
40115,920,930,931,931
40166,921,930,931,931
40217,920,929,931,931
40268,920,929,931,931
40320,920,929,931,931
40371,920,929,932,931
40422,920,929,931,931
40473,920,929,931,931
40524,921,929,931,931
40576,921,929,931,931
40627,920,930,930,931
40678,921,930,931,931
40729,920,930,931,931
40780,920,930,931,931
40833,920,930,931,931
40884,921,930,931,931
40935,920,930,931,931
40986,920,930,931,931
41037,920,930,931,931
41089,920,930,932,931
41140,921,930,931,931
41191,920,930,932,931
41242,920,930,931,931
41293,920,930,931,931
41345,920,930,931,931
41396,920,930,931,931
41447,921,930,932,931
41498,920,929,931,931
41549,920,929,931,931
41601,920,929,931,931
41652,920,929,931,931
41703,920,930,931,931
41754,920,930,931,931
41805,920,930,931,931
41857,920,930,931,931
41908,920,930,931,931
41959,920,930,931,931
42010,920,930,931,931
42061,920,930,931,931
42113,920,930,931,931
42164,921,930,932,931
42215,920,930,932,931
42266,920,930,931,931
42318,921,930,931,931
42370,920,930,931,931
42421,921,930,932,931
42472,920,930,931,931
42523,920,930,931,931
42574,921,930,931,931
42626,920,930,931,931
42677,920,930,931,931
42728,920,930,931,931
42779,920,930,931,931
42830,920,930,931,931
42882,920,930,932,931
42933,920,930,932,931
42984,920,930,931,931
43035,920,930,931,931
43086,920,930,931,931
43138,920,930,931,931
43189,920,930,931,931
43240,921,930,931,931
43291,921,930,932,931
43342,920,930,931,931
43394,920,930,932,931
43445,920,930,931,931
43496,920,930,931,931
43547,920,930,931,931
43598,920,930,932,931
43650,920,930,931,931
43701,920,930,931,931
43753,920,930,931,931
43804,920,930,931,931
43855,920,930,931,931
43907,920,930,931,931
43958,919,930,931,931
44009,920,930,931,931
44060,919,929,932,931
44111,919,929,931,931
44163,919,930,931,930
44214,919,930,931,930
44265,919,930,932,930
44316,918,929,931,930
44367,919,930,931,930
44419,918,929,931,930
44470,919,930,931,930
44521,918,929,931,930
44572,919,929,931,930
44623,919,929,932,930
44675,918,929,931,930
44726,919,929,932,930
44777,919,929,931,930
44828,920,929,931,930
44879,919,929,931,930
44931,919,929,931,930
44982,920,929,930,930
45033,919,929,931,930
45084,919,929,930,930
45135,919,929,930,930
45188,919,929,931,930
45239,919,929,930,930
45290,920,929,930,930
45341,920,929,930,930
45392,920,929,930,930
45444,920,929,930,930
45495,920,929,930,930
45546,920,929,931,930
45597,920,929,930,930
45648,920,929,930,930
45700,919,929,930,930
45751,920,929,930,931
45802,920,929,930,931
45853,920,929,930,931
45904,920,929,930,931
45956,919,929,931,931
46007,920,929,931,931
46058,920,929,931,931
46109,920,929,930,931
46160,920,929,931,931
46212,920,929,930,931
46263,920,929,931,931
46314,920,929,931,931
46365,920,929,931,931
46416,920,929,931,931
46468,920,929,931,931
46519,920,929,931,931
46570,920,929,931,931
46621,920,929,931,931
46673,920,929,931,931
46725,920,929,931,930
46776,920,929,931,930
46827,919,929,931,930
46878,920,929,931,930
46929,920,929,931,930
46981,920,929,931,930
47032,920,929,931,930
47083,920,929,931,930
47134,920,929,931,930
47185,920,929,931,931
47237,920,929,931,931
47288,920,929,931,931
47339,920,929,931,931
47390,921,929,931,931
47441,920,929,931,931
47493,920,929,931,931
47544,920,929,931,931
47595,920,929,931,931
47646,920,929,931,931
47697,920,930,930,930
47749,920,930,931,930
47800,920,930,931,930
47851,920,930,931,930
47902,921,930,931,930
47953,920,930,931,930
48005,920,930,931,930
48057,920,929,931,931
48108,920,929,931,931
48159,920,929,932,931
48210,920,929,931,931
48262,920,929,931,931
48313,920,929,931,931
48364,920,929,931,931
