tempo,medidaSensor1,medidaFiltradaSensor1,medidaSensor2,medidaFiltradaSensor2
52978,947,955,957,956
53029,946,955,957,956
53081,947,955,957,956
53132,947,955,956,956
53183,947,955,956,956
53234,946,955,956,956
53285,947,955,956,956
53337,946,955,957,956
53388,946,955,957,956
53439,947,955,956,956
53490,947,955,957,956
53541,947,955,957,956
53594,947,955,957,956
53645,947,955,956,956
53696,946,955,956,956
53747,947,955,956,956
53798,947,955,956,956
53850,946,955,956,956
53901,947,955,957,956
53952,947,955,956,956
54003,947,955,957,956
54054,946,955,956,956
54106,946,955,956,956
54157,947,955,957,956
54208,947,955,957,956
54259,947,955,956,956
54310,946,955,957,956
54362,946,955,957,956
54413,946,955,956,956
54464,946,955,956,956
54515,946,955,956,956
54566,947,955,956,956
54618,946,955,956,956
54669,946,955,957,956
54720,946,955,956,956
54771,947,955,957,956
54822,947,955,957,956
54874,947,955,956,956
54926,947,955,956,956
54977,946,955,957,956
55028,947,955,957,956
55079,947,955,957,956
55131,946,955,956,956
55182,947,955,956,956
55233,947,955,956,956
55284,947,955,957,956
55335,947,955,956,956
55387,947,955,957,956
55438,947,955,956,956
55489,946,955,957,956
55540,947,955,957,956
55591,946,955,957,956
55643,946,955,956,956
55694,946,955,956,956
55745,947,955,956,956
55796,946,955,956,956
55847,946,955,957,956
55899,947,955,956,956
55950,947,955,956,956
56001,947,955,956,956
56052,946,955,956,956
56103,946,955,957,956
56155,947,955,956,956
56207,947,955,957,956
56258,946,955,957,956
56309,947,955,957,956
56360,947,955,956,956
56412,946,955,956,956
56463,947,955,956,956
56514,947,955,956,956
56565,947,955,956,956
56616,946,955,956,956
56668,946,955,956,956
56719,946,955,957,956
56770,947,955,956,956
56821,946,955,957,956
56872,947,955,956,956
56924,947,955,956,956
56975,946,955,956,956
57026,947,955,956,956
57077,946,955,956,956
57128,946,955,956,956
57180,946,955,956,956
57231,946,955,957,956
57282,946,955,957,956
57333,947,955,957,956
57384,946,955,956,956
57436,947,955,957,956
57487,947,955,956,956
57539,946,955,957,956
57590,946,955,956,956
57641,946,955,956,956
57693,947,955,956,956
57744,946,955,957,956
57795,947,955,956,956
57846,946,955,956,956
57897,947,955,956,956
57949,946,955,957,956
58000,946,955,957,956
58051,946,955,956,956
58102,946,955,957,956
