time_ms,ldr_signal_1,ldr_signal_2
55735,568,592
55786,563,574
55836,553,549
55886,540,521
55938,526,492
55988,512,471
56039,506,474
56089,510,498
56140,521,529
56190,535,557
56241,549,580
56292,560,594
56342,567,598
56393,568,590
56443,561,570
56495,551,544
56545,538,517
56596,524,488
56646,511,470
56696,506,476
56748,511,502
56798,523,533
56849,537,561
56899,550,582
56950,561,595
57000,567,597
57052,567,588
57102,560,567
57152,549,541
57203,536,512
57253,522,484
57305,509,469
57355,506,479
57406,512,507
57456,524,537
57506,539,564
57558,553,585
57608,563,596
57659,568,596
57709,566,585
57760,559,563
57810,547,537
57862,534,509
57912,520,481
57962,508,469
58013,506,482
58063,514,510
58115,526,541
58165,540,567
58216,554,587
58266,564,596
58316,568,596
58368,566,583
58418,557,560
58469,545,533
58519,532,505
58570,518,478
58620,507,469
58672,507,485
58722,515,514
58772,528,545
58823,543,571
58873,556,589
58925,564,597
58975,568,595
59026,565,580
59076,556,556
59127,543,529
59177,530,501
59228,516,475
59279,506,470
59329,507,489
59380,517,520
59430,531,549
59482,545,574
59532,557,591
59582,566,598
59633,568,593
59683,564,577
59735,554,552
59785,542,525
59836,528,496
59886,514,473
59937,506,472
59987,509,493
60038,519,524
