time_ms, ldr_signal_1, ldr_signal_2
53963,968,974
54013,968,974
54064,969,975
54115,968,974
54165,968,975
54216,969,975
54266,968,974
54318,968,974
54368,969,974
54419,969,974
54469,968,974
54519,968,974
54571,968,974
54621,968,974
54672,968,975
54722,968,974
54773,968,974
54823,968,974
54875,968,974
54925,968,974
54975,968,974
55026,968,975
55076,968,974
55128,968,975
55178,968,974
55229,968,975
55279,969,974
55329,969,974
55380,968,974
55431,968,974
55482,967,974
55532,969,974
55583,968,974
55633,968,974
55685,968,974
55735,968,974
55785,968,974
55836,968,975
55886,968,974
55938,968,975
55988,969,974
56039,968,975
56089,968,974
56140,969,975
56190,968,975
56241,968,974
56292,969,974
56342,968,974
56393,968,975
56443,968,974
56495,968,974
56545,969,974
56595,968,975
56646,968,974
56696,969,974
56748,969,974
56798,968,974
56849,968,974
56899,968,974
56950,969,974
57000,969,974
57051,968,974
57102,968,974
57152,969,974
57203,968,975
57253,968,974
57305,968,974
57355,968,974
57406,968,974
57456,968,975
57506,968,974
57558,968,974
57608,968,975
57659,968,974
57709,968,974
57760,968,974
57810,968,974
57861,969,974
57912,968,975
57962,968,975
58013,968,975
58063,969,974
58115,969,974
58165,968,974
58216,969,974
58266,968,974
58316,968,975
58368,968,974
58418,968,974
58469,968,974
58519,968,974
58570,968,974
58620,968,974
58671,968,974
58722,968,974
58772,967,974
58823,969,974
58873,968,975
58925,968,975
58975,968,974
59026,968,975
59076,968,975
59126,968,975
59177,968,975
59228,968,974
59279,969,974
59329,968,974
59380,967,973
59430,968,974
59482,968,975
59532,968,974
59582,968,974
59633,968,974
59683,968,974
59735,968,974
59785,968,974
59836,968,974
59886,968,974
59936,969,974
59987,968,974
60038,968,974
